Date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2006-06-30,132.22388872,156.49243078,205.33118667,132.43051057,217.24693395,124.91321209,165.76907395,175.73077441,223.96686078,128.91683789,225.14885167,164.6227309,147.57641448,115.15147132,122.91541073,124.57522708,123.95096009,141.43033322,165.14185106,212.64729873,155.88174274,113.62408162,146.71352817,130.78073152,134.92631368,160.16249664,121.36296037,211.04670719,161.37413876,190.1764463,156.39624329,169.60523872,128.64634142,140.41973054,117.01657217,127.90489867,174.34552637,159.08444259,196.91371204,133.44927755,131.54826392,131.07135589,125.92026601,142.25356414,167.17704859,192.41164361,170.6073235,132.1226396,137.17886568,162.76642533
2006-07-31,132.84868664,157.40885936,204.80272183,132.77809332,216.05173451,124.97951413,165.81639946,176.57671427,223.36703129,128.98993029,224.86253624,166.2209747,147.97221227,115.49173459,123.4943246,124.74087922,124.21425573,142.33329865,165.33888727,212.45612176,155.37744894,113.25971765,146.6290218,131.28365719,135.39498043,161.82839479,121.60167436,210.35781603,160.79962562,190.43529421,157.79072083,170.23226288,129.48879156,141.62465492,116.86401506,127.97747038,176.1762425,159.42375372,196.62248303,134.2444762,132.23345032,131.71419476,126.61677689,144.59105001,167.57279459,192.32525821,171.98879886,132.64649927,137.84560777,164.28880005
2006-08-31,133.27806506,157.55132223,203.71454934,132.86773747,214.20383899,124.46849989,164.92367353,176.9132409,222.26252286,128.78773369,224.18099447,166.70084919,147.91043144,115.57811746,123.4677316,124.40681653,124.0578269,142.97646725,164.44166216,211.19702601,153.85662306,112.26685001,146.16608907,131.31286062,135.12011142,162.88365523,121.18292406,209.0169353,159.80703856,189.4256653,158.56397624,169.92881114,129.7488325,142.21729532,116.30648939,127.92971279,176.80200901,159.01910787,195.201505,134.47580619,132.24078189,131.83412195,126.94923474,146.27153448,167.26242756,191.44745028,172.68061069,133.02391427,137.56257658,165.39989372
2006-09-30,133.39779588,156.98773226,202.52520536,132.60836137,212.15608906,124.15004996,163.62141336,177.19432901,220.7986116,128.84399477,222.97577636,166.58268398,147.35093816,115.23736291,123.09583848,124.17172724,123.52472236,143.287447,162.93375775,209.51324559,152.02876064,110.96751001,145.30190352,131.48628176,134.25792508,163.19939169,120.48234941,207.33928,158.45183053,187.54036622,158.8592973,169.24833041,129.66831744,142.20320999,115.34358939,127.9462175,176.41845844,158.6108343,193.07313779,134.48078314,131.77944279,131.88229768,126.83580616,147.52075969,166.63110471,189.93821035,173.22006111,133.26670378,136.59021073,166.48402643
2006-10-31,133.32157049,156.22456857,201.63137071,132.20952439,210.2647831,123.92580297,162.32313841,177.34891222,219.54909673,128.92534322,221.38663684,166.60245796,146.58278383,114.59178139,122.5475755,124.04347181,123.01512096,143.31886151,161.37149401,208.14418361,150.67418944,109.61830623,144.29252083,131.94985117,133.35331837,163.00894019,119.71194778,205.48148536,156.90145314,185.74708399,158.92496597,168.47381667,129.90545764,141.80902377,114.32383097,127.89666684,175.56079558,158.26969534,191.12592944,134.70956017,131.2974597,132.0224472,126.67247253,148.70377406,166.24773658,189.06559684,173.30759456,133.31388657,135.6344417,167.47227974
2006-11-30,133.3569879,155.67609924,200.58682929,131.95253097,208.27588673,123.19122892,160.88847834,177.15504919,218.06403181,128.82415651,220.33948449,166.64576374,145.68878174,113.90393821,122.02835582,123.53323672,122.71464748,143.284882,160.14655829,207.45631954,149.41593205,108.19610637,143.05621416,132.36151275,132.60509462,162.73670962,119.08591603,203.69082887,155.43471325,184.41426278,159.07110656,167.17739081,130.1593292,141.36493878,113.39862266,127.86494608,174.68403243,157.43895261,189.73107556,134.96028453,130.94238846,131.98829196,126.74551296,149.49808916,166.15661025,188.47953895,172.67930738,133.1759054,134.63172159,168.15775171
2006-12-31,133.34293707,155.36298369,199.82315352,131.97837259,206.6496474,122.44210982,159.70590498,176.69428536,216.31403194,128.85730654,220.42730636,166.6023111,145.00705724,113.07016951,121.56650718,122.75541683,122.27471733,143.14242074,159.50849199,207.22738094,147.7816083,106.86090668,141.77635163,132.58578265,131.88693794,162.75958242,118.69925912,202.10125024,154.13039719,183.19660434,159.64237643,165.06722941,130.21161098,141.06743099,112.50443445,128.13074004,174.29851741,156.63573785,188.44714168,134.91108584,130.73500628,131.81216481,126.78324086,150.32747085,166.06200155,187.24145442,172.38925972,132.86698609,133.64571026,168.76226542
2007-01-31,133.07274329,155.43572281,199.76720278,132.09446613,206.48843092,122.14337287,159.63019666,176.31984532,215.50760506,128.99415287,221.52525276,167.02161801,144.9001322,112.50674728,121.19439335,122.4405236,121.98477132,143.36830905,159.58711471,207.48136416,146.42941919,105.7519161,141.35682892,132.88429367,131.58745167,163.45019319,118.50144037,200.92135386,153.11347043,182.65413514,160.25217306,163.56156554,130.44394429,141.2963452,111.85317756,128.5012054,174.72060468,156.53340749,187.00939668,134.83539042,130.70257086,131.83186469,127.08291778,151.57163594,165.92201568,186.47002798,173.31724363,132.56378413,133.1532197,169.59504118
2007-02-28,133.35691341,156.13302818,200.17648738,132.40767578,207.95932083,122.18703667,160.60785949,176.24634759,215.69618999,129.17347934,222.95685808,168.20925314,145.34354917,112.44710912,121.24902288,122.8894128,122.40636317,144.22872578,160.39396662,208.09116527,146.34971407,104.9846251,141.8803479,133.44140986,132.07228486,164.60296458,118.71496064,200.55141509,152.81696989,183.13083728,160.67481942,163.91164871,131.11475604,142.07777011,111.78508236,128.85217244,176.0774204,157.00759475,185.81402319,135.13456,131.01878136,132.43122543,127.79606492,153.27192386,166.04018189,186.96193907,175.09294276,132.55395146,133.62875259,170.73246115
2007-03-31,134.44956913,157.23265263,200.45127085,133.20848076,209.59135098,122.83687486,161.89296483,176.51391264,215.96963746,129.69661539,224.08508256,169.8485849,146.05130707,113.03871606,121.88397219,123.79247364,123.37347557,145.30680901,161.68512643,208.98035226,147.34979742,104.75279368,142.74000455,134.18205064,133.03445705,165.74171596,119.36935121,200.85115428,153.44911404,184.26735381,161.21876751,165.40206479,131.98874995,143.1372023,112.23894465,129.40016827,178.05112354,158.10612568,185.54188365,135.75356612,131.73704167,133.59322568,128.93858402,155.48727877,166.6305863,187.95777023,176.94101125,133.03124906,134.82641619,172.24287915
2007-04-30,135.5311836,158.51607031,200.5575292,134.25224442,209.59282104,123.91606006,162.5233338,177.03454398,215.28239921,130.43901971,224.78007517,171.28691092,146.69075557,114.27390362,122.90183549,125.05542757,124.46482577,146.2570703,162.79486785,210.04452626,148.29981787,104.94378792,143.43636222,134.90141593,134.03523762,167.04679278,120.26331615,200.98327756,154.55317025,185.23341499,161.90309539,166.82870251,132.96589942,144.42144612,113.0509897,130.11213393,179.91462126,159.64928936,186.26954408,136.60672587,132.84187388,134.68827994,130.26401474,157.55034562,167.50918038,188.91365078,178.37605455,133.6884261,136.03950603,174.04323776
2007-05-31,136.43295747,159.833396,200.38232288,134.92624116,208.40918185,124.75229354,162.81951935,177.51015797,213.21250812,131.21749075,225.22213405,172.33153636,147.21922377,115.36067071,124.11545383,126.35678623,125.21356468,146.63880372,163.29467265,210.67637408,148.91184004,105.42964557,143.89161031,135.18688773,134.70125148,168.52844641,121.30958678,199.92552097,155.51201346,185.99245386,162.42909128,167.73715268,134.02511993,145.70002192,113.89401335,131.02751141,181.2561205,160.8779527,187.22428804,137.62621155,134.0594777,135.37848604,131.21641139,159.0463493,168.36639391,189.81689654,179.29266125,134.31564008,137.01864588,175.73872831
2007-06-30,136.99233889,160.85407459,199.31345124,135.16230059,206.63441398,125.45012562,163.46013642,177.75712577,210.52512755,131.5906604,225.45547448,172.87982985,147.71414099,115.96904752,125.04317783,127.32499341,125.57812607,146.7404424,163.40316742,210.21720038,149.45261466,105.44620177,144.07469267,135.01026287,134.95699427,169.95698215,121.94833707,197.66367985,155.88554794,186.40310177,162.78316063,168.53933326,134.95222408,146.63227084,114.3727889,132.07847559,181.9358936,161.67099519,187.87607013,138.15731136,134.7772104,135.92197475,131.90223888,160.11011861,169.01418418,189.8488244,180.00364295,135.10258013,137.57324969,177.16428683
2007-07-31,137.01933873,161.29386401,197.32612461,135.27723551,203.44027575,125.72825699,163.89700579,177.83861337,207.72220205,131.25743074,225.70603782,172.86327266,147.69318266,116.1894749,125.29410319,127.7694673,125.71058206,146.88568612,163.29205988,209.02868656,149.43277335,104.44407378,143.71987674,134.80158637,135.00881318,171.13815775,121.88080969,194.91113674,155.51997027,185.92902253,162.94482747,169.17673934,135.30686855,147.04154286,114.48423885,132.93957731,181.54017554,162.07132995,188.00188994,137.99238064,135.06002391,136.09304211,132.2417741,160.60925488,169.48647862,188.58204062,180.35589205,136.12321053,137.64444167,178.3999453
2007-08-31,136.73426035,161.09950203,194.6944713,135.10805003,199.64045789,124.97703054,163.54790485,177.93336972,205.00285065,130.50303207,225.92592851,172.26705642,146.93747722,115.86026242,125.07018022,127.5387818,125.42718977,146.92222243,162.83993548,207.42093765,148.59368814,102.8102679,142.77810497,134.78396523,134.58908604,171.47006713,121.40684052,191.71373336,154.22908308,184.84479785,162.69815491,169.10095335,135.00932926,146.94093949,113.86906159,133.52809081,180.14302237,161.66642579,186.94257293,137.49380392,135.07167809,135.6862253,131.6869721,160.46124527,169.70982643,187.17524903,179.95426268,136.93127518,137.29271898,178.98337138
2007-09-30,136.15261136,160.29814957,191.59253919,134.67368641,195.52467827,123.54433322,162.33960991,177.66900493,202.16282682,129.42624128,225.68864861,170.98918062,145.77287094,114.777945,124.62620941,126.72707913,124.86524911,146.75452489,162.06259902,205.02235729,147.15069647,100.67017059,141.26882501,134.80749109,133.45331676,170.87555962,120.63337896,188.04823964,152.14096044,183.43611686,161.96711897,168.44132263,134.35638381,146.52960079,112.57339459,133.57912189,178.44915907,160.55400789,184.84899713,136.94524646,134.7426087,135.16069416,130.88720767,159.34547289,169.17132672,185.43799992,178.90023342,136.95393522,136.50218982,178.47205206
2007-10-31,135.40754796,158.91140274,188.15702599,134.19140234,190.43288325,122.07934453,160.60089131,176.48658513,198.23675836,128.11926308,225.12188649,169.26371966,144.47640201,113.29082693,124.07271124,125.7536606,124.34059173,146.05228576,160.98579148,202.35956443,145.57864815,98.354594244,138.99453382,134.51874694,131.99257259,169.79410558,119.56660795,183.92456125,149.87221055,181.89743642,161.0400257,167.29780207,133.45796816,146.13479839,111.07991927,132.84321101,176.68397078,159.0426574,182.50771573,136.63955725,134.38734446,134.54708344,130.48345304,157.69015929,167.70660537,182.77255799,177.2696518,136.22864913,135.4325132,177.33222095
2007-11-30,134.51258134,157.12203409,184.53151923,133.51506708,184.9249249,120.72666697,158.52149628,174.70277377,193.50118057,126.77267909,224.23311357,167.38179751,142.87242205,111.96923903,123.39510899,124.80831895,123.56268885,145.08390703,159.6220596,199.98898683,143.86531648,96.139493663,136.3299846,133.70748331,130.36325358,168.69234432,118.36795968,178.94709638,147.80448582,180.02480996,160.09278009,165.92087084,132.82203423,145.84835213,109.33348777,131.67540765,174.70756251,157.80530091,179.83655128,136.21448975,134.09735576,133.61431845,129.92979355,156.41626777,165.82050504,179.78107669,175.29861642,135.07504062,134.10922751,176.24676497
2007-12-31,133.46066713,155.3263343,180.98854282,132.51417424,179.69757,119.11235904,156.42667443,172.81127622,188.69809112,125.32343649,222.71948966,165.71823035,140.84723184,110.91266668,122.45184846,123.63777046,122.54703343,144.20070244,158.45281858,197.72899563,141.47368978,93.856261556,133.87662,132.84344717,128.42356001,167.99192826,117.20863846,173.28493849,145.9763125,177.92102868,159.07858593,164.48792697,132.30999772,145.47293403,107.25599575,130.49843252,172.7575388,156.94903274,176.85298194,135.5489218,133.73538863,132.59076138,129.36994345,155.20042035,164.30906486,177.24133045,173.52884657,133.93027453,132.43129334,175.47704227
2008-01-31,132.82358306,154.13739758,177.56178389,131.39263836,174.7755801,117.60353183,154.69104745,171.10706963,184.0153309,124.05258576,220.88579437,164.68867635,138.85912493,110.28143049,121.35238723,122.776615,121.87990052,143.50243285,157.74315781,195.30501693,139.43823533,91.624093496,131.99789965,132.25184411,126.73913086,167.73531022,116.29232865,167.74094188,144.52847339,176.29115889,158.09767826,162.9491679,131.62649534,145.1155256,105.74312104,129.65350125,171.25830463,156.17355151,173.99194272,135.10822698,133.40578336,131.85777019,129.07676058,153.83425186,163.55310808,175.56887378,172.20124759,133.20757277,130.98692811,175.06509877
2008-02-29,132.81536169,153.90340913,174.27023486,130.54418823,170.06614441,117.22319985,153.62385779,170.23295222,179.64473423,123.39916783,219.5787332,164.24928716,137.66233641,109.90530851,120.86037048,122.92265353,121.88527383,143.03428344,157.36464518,193.10232153,138.7373891,89.975270792,130.93715123,131.88875279,126.05394394,167.51870876,115.97735736,162.68396928,143.70167483,175.29031932,157.56707791,161.63890054,131.40206375,145.16002831,105.4300789,129.54420857,170.55800153,155.88796369,171.68206573,135.00547123,133.36041712,131.40768515,128.99587948,153.06372545,163.42485711,174.18906429,171.32884273,133.1591054,130.61944027,175.18727004
2008-03-31,133.28210616,154.47432997,171.00444393,130.37077249,166.19932356,117.65788598,153.47099026,170.20219212,175.67979902,122.94071485,218.81960816,163.86377523,137.52894659,109.81630958,121.34515403,123.55489914,122.59615332,142.95198457,157.34043658,191.59417899,138.68002447,89.433053336,130.58153333,131.83407437,126.35312188,167.31538103,116.33147046,158.32910302,143.45966963,174.48849963,157.68745124,161.08782325,131.63790132,145.70028952,106.03647394,130.23636696,170.61391438,156.3104756,170.22818559,135.11840108,133.74301661,131.20186292,129.15319626,152.89606665,163.9549118,172.95735242,170.92117364,133.90887068,131.12739648,175.75681634
2008-04-30,133.92762002,155.63871704,168.06904619,130.71163781,163.19765559,118.27951636,153.83619178,170.13645754,171.89842313,122.38735897,218.20299349,163.17797186,137.6899813,110.22849353,122.19273543,124.11538218,123.45542289,143.52385577,157.54316922,190.36605085,138.75781088,89.728017057,130.92575146,132.12603673,127.26761688,167.5115776,117.25391729,154.49923024,143.66242072,173.87406672,157.86299999,161.58210569,132.33157503,146.70103659,107.02003615,131.29697127,170.75015653,156.90300136,169.37535113,135.16179671,134.5532352,131.32786771,129.60363196,152.60750899,164.88020149,172.31733334,170.82056348,134.96486486,131.90308609,176.53007148
2008-05-31,134.28117587,157.06951809,165.68616971,131.24646391,160.41487259,119.172251,154.45825005,169.61952596,168.45451141,122.27599238,217.27977305,162.52347317,137.66394615,110.9258828,123.10380368,124.64647674,124.05018027,144.39844765,157.54017133,189.30293374,139.04828696,89.940633954,131.3745148,132.56513769,128.41364934,168.30959387,118.4206193,150.69902914,144.05703188,173.82956874,157.60857422,162.46505932,133.31317409,147.90320277,107.72958515,132.45208297,170.73813467,157.4684414,168.34300764,135.11859799,135.67196156,131.75041093,130.62199179,152.10269704,165.63751728,172.08686392,170.75232947,135.62600731,132.79686222,177.44705713
2008-06-30,134.29911265,158.25858872,162.77191264,131.73841818,158.23003016,120.13370426,155.06780909,168.93602981,165.28192575,122.27316857,216.07376612,162.20700757,137.48934597,111.697864,123.82274688,125.09802843,124.40190473,144.98842532,157.4094599,188.42597666,139.67160508,89.880666736,131.56383945,132.59624521,129.154448,169.22133105,119.2958692,146.93238289,144.38045044,174.21036021,157.26233414,163.36164664,133.8027885,148.95988026,108.10375516,133.45890221,170.31549965,158.09396207,166.93010577,134.96985789,136.70664728,132.09155054,131.60402249,151.57632801,165.9309439,171.68270556,170.02924552,135.86386747,133.47655267,178.16556027
2008-07-31,134.27073015,158.81684572,158.67207079,132.03633251,155.63765521,120.3651117,154.87384311,168.14139242,162.11154488,121.55886537,214.95590541,161.59350662,137.07397972,112.17415467,124.15117641,125.34110475,124.5431694,144.91609194,157.48436977,187.01103731,140.01066982,89.650011201,131.83934152,131.9000964,129.11722013,169.35369974,119.54897048,143.33113461,144.23369525,174.32592947,156.95904594,163.88420238,133.56391804,149.88679409,108.14306871,133.89015299,169.06778425,158.06165556,165.2745845,134.64605414,137.29729869,132.01228178,131.69379086,150.71587609,165.7066884,170.75527243,168.62001071,135.767496,133.59734721,178.36169242
2008-08-31,133.81532134,158.56135543,154.36403016,131.97043546,152.38953977,119.64688886,153.63180003,167.05147314,158.7262889,120.04434727,213.34034926,159.98803531,135.70441481,112.22260802,124.21009827,124.9858328,124.40157276,144.29206035,157.34606179,184.88526329,139.53106311,88.848590723,131.61146205,130.88070727,128.16837986,168.64404622,119.15910134,139.73446871,143.32880335,173.53399357,156.25948253,163.16871178,132.59130432,150.64967716,107.52947887,133.33636488,167.05665525,157.06840126,163.24750104,134.28402387,137.39376406,131.52344296,131.18618536,149.2241207,164.94559283,169.47476571,166.94816133,135.1932583,133.03386765,177.93102972
2008-09-30,132.68219965,157.65840392,150.20637695,131.19350834,149.62756525,118.49411897,152.01541627,165.75209019,154.82056569,117.7343608,210.6155435,157.46395217,133.63856242,111.52427914,123.92901739,123.99262141,123.73980324,143.3632118,156.43812961,182.19461411,138.30002421,87.250109723,129.89249539,130.07648857,126.46300299,167.44674363,118.36126641,135.52449818,141.67663967,171.65538471,154.97872505,161.57736486,131.11536472,150.95396585,106.4394963,132.00603365,164.27947875,155.75824293,160.89518344,133.60585047,137.11470853,130.47642232,130.72229476,147.2543543,164.00376743,167.89391411,164.67852575,134.12957177,131.64915914,176.70148603
2008-10-31,131.1139398,156.43005907,145.28666483,129.97253019,146.86178089,117.06209262,150.15806476,164.26416018,150.34847781,115.01475642,207.0438239,154.54111119,131.85528028,109.90495929,123.22719697,122.99698667,122.68583759,142.29835738,154.91858887,178.904591,136.79924452,84.824143949,127.11108062,129.44860867,124.62420799,166.12953746,117.43879054,130.64082725,139.47512268,169.52712385,153.36073131,160.1713066,129.38825655,150.59370142,105.03777347,130.70605405,160.79847869,154.50897534,158.55134931,132.28729998,136.47769655,128.85820019,129.84871133,144.85939867,163.18752944,165.49554163,161.5172829,132.84893205,129.67221865,174.7601939
2008-11-30,129.27408714,155.05178044,140.13164,128.73103442,143.44617849,115.16811508,147.69189644,162.52798171,145.3544742,112.30376167,203.28966336,151.80385092,129.41452898,107.56442669,122.11115397,122.24836998,121.42993721,141.0982371,153.03146434,175.32987357,135.052678,81.846833437,123.91514366,128.72663925,122.76445855,164.91476523,116.42446627,125.67780672,137.42259114,167.11231266,151.70468689,158.81591372,127.77886123,149.73294701,103.02758678,129.51940523,157.22126737,152.77472814,156.31129359,130.54617216,135.42121595,127.09622267,128.4196598,142.14705988,162.31599712,161.94083104,157.82240404,131.88425224,127.39800466,172.6243449
2008-12-31,127.75024564,153.83387286,135.77672992,127.66748979,139.66288822,113.39179856,144.76083673,160.8160329,140.70704628,110.03169727,199.95689033,149.61472229,126.09865768,105.2488238,120.7641401,121.67250834,120.08237363,139.81860493,151.11111063,171.97177244,132.96911994,78.975390997,120.73344966,127.85088316,120.90949508,163.66460379,115.23547282,121.0199583,135.77486096,164.29866496,150.13033323,156.86495285,126.65238356,148.75068574,100.5040037,128.48599131,154.48136085,150.5881789,154.18831878,129.00070627,134.32562386,125.52834767,127.14690816,139.40917491,161.34203849,158.15995981,154.21278493,131.45469703,125.29456292,170.68844185
2009-01-31,127.00365916,153.20732089,132.21949637,126.94240091,136.62910705,112.80375176,142.17228918,159.44769531,137.43873308,108.60168287,197.72219992,147.98267299,123.51472229,104.10012261,119.60118983,121.3089304,119.05267731,139.01284149,149.70041795,169.4748876,131.20586725,77.137493324,118.36455093,126.83837201,119.54867632,162.35154506,114.18956601,116.84532323,134.26738981,162.06510597,148.79017159,154.49389663,126.10692796,147.98260657,98.582585697,128.13594931,152.99199696,148.8557316,152.42479604,128.11160286,133.58601619,124.49254409,126.28839793,137.04854523,160.47240196,155.81031216,151.75203012,131.34538295,123.91239336,169.1940102
2009-02-28,126.67725082,153.25781757,128.9942172,126.51604973,134.63511125,113.38320529,140.74673726,158.43640896,135.42468238,107.66240461,196.74048356,146.71721796,122.3650737,104.21947725,119.01701737,121.24056352,118.65419296,138.98495329,148.956741,168.21531518,130.12346912,76.407645505,117.14259652,125.90717046,119.1380694,161.19913322,113.82721468,113.18264873,132.97802179,160.82838457,147.81500362,152.70607555,126.06760361,147.70612953,98.08927244,128.52047667,152.04889785,148.21124843,151.00731357,127.57216388,133.28871511,124.36371504,126.26039189,135.29885458,159.91419282,155.69572129,150.59371244,131.50721032,123.36489989,168.47706345
2009-03-31,126.52950013,153.73841223,125.99716772,126.29460449,133.12745621,114.54566113,140.70984523,157.73090591,133.87037285,106.95286004,196.19849089,145.59703207,122.19177807,104.98270499,119.05984872,121.37958965,118.75739348,139.43497697,148.83938214,167.91836047,130.05190041,76.221015392,117.14268997,125.51260401,119.49122854,160.52459972,114.21974423,110.02318994,132.33848676,160.05629253,147.23012123,152.10661726,126.30246391,148.09244184,98.95786977,129.33963035,150.92947142,148.65590121,150.02682207,126.87793625,133.30273931,124.81355566,126.86450905,134.23464951,159.66269362,156.76256819,149.90715172,131.88135537,123.7754972,168.69332602
2009-04-30,126.80765303,154.5395225,123.92858179,126.3165665,132.36588601,115.88353192,141.43591389,157.52423107,132.57551667,106.98323078,195.3247556,144.7189632,122.31523164,106.16558261,119.59699158,121.76336761,119.3315973,140.22418082,149.25289038,168.24378076,130.94563608,76.524265319,118.01307867,125.77339278,120.29214269,160.37404297,115.11916113,107.27675785,132.44606064,159.40224864,147.13585069,152.49983041,126.59169401,149.1151384,100.72715116,130.15380205,149.75722838,149.63162664,149.51772255,126.39643208,133.41189452,125.22943199,127.72518976,133.95719219,159.6566225,157.73029561,149.43363022,132.21938785,124.85956254,169.50324473
2009-05-31,127.15821828,155.45369957,122.97078185,126.57572584,133.23695493,117.16262055,142.23101108,157.8395114,131.99055678,107.83673368,193.98376901,144.22912275,122.85926738,107.45943471,120.63610874,122.28108316,120.37007474,141.16428519,149.79586363,168.89362657,132.50562884,77.197319493,119.28894336,126.39298761,121.57330317,160.46727341,116.23429266,104.88363625,133.06183365,159.32468685,147.45451217,153.37292707,126.84276463,150.44574947,102.45701325,130.55737745,149.10382833,150.67655093,149.6354643,126.53215456,133.71634537,125.57189572,128.78767517,134.02629943,160.00744459,158.98515877,149.3112285,132.45031741,125.84441365,170.25174488
2009-06-30,127.03202168,156.11826828,122.72539925,126.94757776,135.0560829,118.2229363,143.09176346,158.13230058,132.24965381,108.66396402,192.68076906,143.76321163,123.68473209,108.29853937,121.88067875,122.69737179,121.34588341,141.62264247,150.02579517,169.5782864,134.10287976,77.885002608,120.70345614,126.89337874,122.678505,160.55135176,117.132417,103.17619129,134.00910299,159.99382347,147.69883068,154.28715833,126.8216995,151.56483134,103.65216196,130.78898026,149.24097996,151.71532315,150.4566788,126.91331178,134.21294213,126.05550211,129.6358799,133.89514476,160.56505133,160.52793331,149.45104171,132.60723457,126.36431883,170.47436219
2009-07-31,126.71949623,156.24406311,122.45497039,127.33408275,136.23178668,118.59867507,143.64626431,157.85616353,132.59413349,108.68497446,191.98422662,142.77679131,123.98305879,108.65209514,122.69936997,123.03082791,121.80382925,141.43453817,149.83508694,169.8578013,134.90270303,78.069309769,121.47047788,126.84504603,122.99218602,160.5034818,117.70116764,102.36400531,134.94078487,160.66507904,147.43701563,154.9029219,126.12764193,152.23117621,104.27090652,131.320323,149.4818413,152.36894243,151.23387259,127.0675836,134.63270922,126.25183543,129.82622956,133.67430601,160.78007481,161.30181256,149.19378446,132.6217881,126.41593409,170.09239162
2009-08-31,126.42437677,155.86193944,121.89231424,127.58846007,136.96608759,118.38523646,143.58437714,157.01034142,132.59606404,108.07362469,191.83137234,141.06410759,123.52489045,108.7313542,122.80826898,123.25011946,121.85458051,141.19078695,149.19244437,169.26136632,134.78660249,77.68267396,121.04594947,126.24806587,122.62849727,160.24028237,118.17887724,101.93443656,135.34945648,160.62499631,146.84835661,154.95854188,125.21153649,152.64161285,104.21030803,131.9856907,149.14709827,152.20499328,151.54968392,126.81266203,134.86932644,125.76985444,129.50157958,133.36194893,160.36582969,160.96521937,148.65259194,132.35801807,126.13702264,169.35905722
2009-09-30,126.31876648,155.20513597,121.40337961,127.66712075,137.57644922,118.12186539,143.18884316,155.9156448,132.30800313,107.25501425,191.75886539,139.00479864,122.65788964,108.59934566,122.41609123,123.3337878,121.68199757,140.95908497,148.2784746,167.88934317,134.15780229,77.248157442,120.37444156,125.41555649,121.85605634,159.58433158,118.33201295,101.49309124,134.98929746,160.18832315,146.2584221,154.66678709,124.53963294,152.90914247,103.6400124,132.42149479,148.33765279,151.76791763,151.54803932,126.27923366,135.13469662,124.95244277,129.26113848,132.65398124,159.37243712,160.41965658,148.17317815,131.83230986,125.53253941,168.59195126
2009-10-31,126.52574367,154.38146267,120.91991507,127.48051312,138.27509732,117.61191605,142.69659827,154.86179548,131.68077836,106.17810877,191.42944729,137.05172966,121.61367486,107.99640879,121.83922232,123.05989105,121.17105174,140.41303374,147.29876587,166.49793948,133.68879651,76.860444237,119.98192362,124.50607688,121.09089422,158.53183633,117.72595106,101.12605939,134.21110431,159.70279624,145.77248812,154.16773288,123.83665318,152.87954893,102.84855723,132.47448939,147.01146989,151.23302168,151.23978869,125.49926866,135.40797219,124.1363159,129.14629771,131.68906434,158.26645257,160.35883284,147.09266676,131.25111547,124.71259265,167.828144
2009-11-30,126.30211681,153.54300872,120.13793654,126.87103677,138.77525567,116.49688015,141.97584284,153.98516365,130.69849678,104.68734712,191.13389718,135.44670371,120.19263637,106.83258531,120.96031648,122.24566055,120.28837564,139.61897085,146.38276107,165.36733313,133.3471508,76.090752437,119.10825933,123.63687789,120.32867254,157.40245325,116.68217914,100.58980715,133.30035516,158.86664756,145.22662093,153.46508171,122.7977189,152.48799948,101.747409,132.09005547,145.12790883,150.15880776,150.52872886,124.61007763,135.44177144,123.15497962,128.74655472,130.61861441,157.62529268,160.08512186,145.48575074,130.72794133,123.81657628,167.02419422
2009-12-31,125.41321311,152.78652371,119.09721098,125.9239288,138.31674387,115.38455993,140.74467743,153.09739815,129.34860883,103.30543107,191.13848846,134.0006729,118.63745792,105.53798578,120.00861827,121.32667639,119.54144849,138.76411621,145.72096958,163.6964499,132.63687069,74.975011036,117.56940056,123.01255966,119.21183214,156.58280828,115.85801478,99.770390938,132.21300205,157.65262173,144.60748855,152.42760173,121.53716111,152.1242953,100.20132875,131.26571673,143.23688024,148.92056957,149.51752782,123.88744046,135.27581625,122.14534205,128.14315736,129.41116355,157.51635868,159.04137933,143.77390564,130.26368495,122.66409519,166.37443803
2010-01-31,124.24880819,152.4181571,118.07690286,125.0603255,137.4353678,115.0683816,139.49921918,152.19943586,128.30669213,102.64653492,191.49431943,132.56330309,117.60380834,104.74387203,119.70744833,120.9195708,119.4261733,138.37391349,145.34141619,162.10371711,132.10510844,74.089553361,116.26426715,122.75817618,118.05532627,156.23609161,115.56768075,98.989911934,131.09484865,156.76510982,144.11843569,151.61416945,120.64347445,152.21118415,99.136795174,130.35187469,142.01086809,148.30768845,148.64921977,123.33308483,135.13334875,121.7215128,127.7366802,128.42437167,157.80698091,158.01070265,142.71416847,129.82484047,121.55525708,166.04871195
2010-02-28,123.03889565,152.72073763,117.28422729,124.62344759,137.589443,115.53287089,138.97312989,151.4904479,128.07345834,102.53679675,192.1860552,131.43014254,117.36767159,104.89819086,120.06696055,121.24265904,119.91911788,138.70962678,145.17682704,161.85267665,132.25733217,73.861962725,116.06498532,122.77356013,117.72969298,156.1391738,115.93065193,98.574621659,130.46285746,156.51693282,143.86323113,151.62792446,120.46534808,152.68955182,99.354148446,129.96644742,141.78050529,148.41700429,148.17554528,122.80963607,135.08557308,122.1291882,127.7387682,128.05252198,158.31414352,157.93170388,142.89298307,129.49715455,121.02391653,166.05116354
